secondsLeft,scoreDifference,yardsToEndzone,yOffsetAtSnap,motionSinceLineset,shiftSinceLineset,offenseFormation,receiverAlignment
3346,0,76,0.1736363636363814,1,1,5,3
1274,8,31,0.18999999999999773,1,0,4,4
1523,3,64,0.5445454545454553,0,1,1,3
862,-25,13,0.760909090909081,0,0,0,7
849,3,72,0.5909090909090935,1,0,4,6
1800,0,60,0.4645454545454506,0,1,3,4
1800,-20,75,0.09545454545454649,0,1,3,3
1957,7,42,0.29727272727273596,0,1,1,3
1403,3,34,0.037272727272724376,0,1,4,6
1840,-8,63,0.4272727272727288,1,0,4,4
1862,-5,66,0.16454545454543926,1,0,4,6
1620,0,69,0.07636363636363926,0,0,5,4
1387,-4,50,0.4000000000000083,1,1,1,3
726,10,62,0.6463636363636273,1,0,0,7
1341,0,62,0.6427272727272747,0,0,5,4
2272,8,30,0.5354545454545442,1,0,4,3
2613,-14,66,0.04363636363635754,0,1,4,6
863,-4,58,0.48545454545454836,1,1,3,4
1097,2,39,0.0836363636363625,0,0,5,6
882,0,89,0.3381818181818181,1,0,4,4
710,-3,51,0.05636363636363161,1,1,5,6
3305,0,22,0.4872727272727285,1,0,4,4
679,-10,42,0.5545454545454515,0,1,4,6
1680,24,80,0.008181818181818169,1,0,5,4
1795,0,84,0.16818181818182024,1,0,4,6
2431,-6,60,0.49000000000000393,1,1,4,4
2924,14,78,0.5500000000000004,1,1,4,4
3600,0,75,0.7645454545454542,1,0,1,3
521,-20,29,0.20909090909090883,0,0,4,4
3274,-3,75,0.7045454545454571,1,0,5,4
1814,13,36,0.11818181818181404,1,1,0,8
2528,-7,32,0.11454545454545371,1,0,1,3
1068,-8,48,0.9090909090909194,0,0,4,4
1825,7,91,0.11545454545455414,1,0,4,3
352,29,11,0.7372727272727285,0,0,4,4
524,21,37,0.15090909090909835,1,0,4,4
3451,0,39,0.28818181818181965,1,0,5,6
2442,-11,72,0.1736363636363814,1,1,5,6
2371,-1,75,0.06272727272726736,0,1,5,4
3442,0,15,0.3927272727272737,1,0,4,6
1147,-3,29,0.22909090909091778,1,1,1,3
145,22,61,0.32181818181818367,0,0,4,6
826,10,63,0.0790909090909095,0,0,4,4
1128,7,78,0.4045454545454483,1,1,5,4
2602,10,36,0.12000000000000455,0,1,5,6
1486,11,35,0.829999999999997,1,1,5,6
605,-9,34,0.1981818181818033,1,0,5,4
3070,-7,82,0.39636363636362726,1,0,1,3
3154,7,75,0.01272727272727278,1,0,5,6
3203,0,59,0.5463636363636304,1,1,4,4
1890,7,59,0.4736363636363618,1,0,4,6
1821,-4,65,0.23999999999999877,0,0,4,6
2017,0,47,0.037272727272719214,1,0,5,4
1930,6,63,0.6254545454545476,1,0,5,4
583,8,49,0.4463636363636386,0,0,4,4
1757,1,48,0.5381818181818144,0,1,4,6
3355,0,14,0.1154545454545438,1,0,4,4
1920,-4,25,0.1690909090909,1,1,0,7
334,10,59,0.7409090909090992,1,0,0,7
886,-6,99,0.6299999999999955,0,1,5,6
1463,14,54,0.5018181818181802,1,0,5,6
756,4,20,0.5663636363636357,1,1,3,6
962,18,25,0.569999999999988,0,1,4,4
1505,-20,42,0.8909090909090971,1,1,3,6
960,11,75,0.6736363636363607,0,1,4,4
1580,-4,80,0.11818181818181728,1,0,4,4
948,-15,76,0.9563636363636366,0,1,4,4
292,10,53,0.6372727272727317,0,0,4,4
1418,-17,69,0.016363636363642152,1,1,4,4
3195,-7,35,0.36000000000000587,1,1,4,6
1504,-7,14,0.16818181818182024,0,1,5,6
1507,0,35,1.0600000000000023,1,0,5,4
2458,18,64,0.25272727272728573,0,0,4,6
1196,-8,75,0.4318181818181818,0,1,5,6
540,-3,75,0.6581818181818164,1,1,1,3
1495,3,82,0.5227272727272521,1,0,1,3
3486,0,53,0.14363636363636736,1,0,5,4
1680,0,34,0.316363636363638,1,1,1,3
1108,-4,16,0.16909090909090968,1,0,1,3
629,-7,75,0.1499999999999876,1,0,4,6
2185,-10,47,0.8027272727272713,1,0,5,6
2980,7,92,1.2654545454545456,1,0,5,4
3089,3,56,0.0672727272727281,1,0,4,6
2355,0,54,0.030000000000008888,0,0,4,6
1393,0,17,0.36272727272727356,0,0,4,4
3046,0,14,0.04545454545453512,0,1,4,6
1842,-7,40,0.0018181818181801646,1,0,3,6
1313,-7,80,1.0436363636363637,1,0,5,4
610,-16,75,0.7045454545454558,0,0,4,4
1068,4,88,0.044545454545455374,0,0,4,4
643,11,34,0.14363636363636736,0,0,4,4
178,0,69,0.015454545454544317,0,0,5,6
2627,-15,75,0.07454545454545522,0,0,5,4
1260,-4,47,0.6845454545454469,0,1,4,6
1515,7,31,0.3363636363636431,1,1,4,6
3138,-7,75,0.4800000000000182,1,0,4,6
203,3,55,0.6690909090909,0,1,5,6
1817,-11,34,1.25,1,0,4,4
2872,3,32,0.024545454545455477,0,1,5,4
685,5,25,0.013636363636362862,0,0,4,4
1021,0,37,0.13272727272727086,0,1,5,6
392,-5,36,0.1590909090909065,0,0,0,7
854,-14,79,0.5554545454545448,1,0,5,4
825,-9,57,0.257272727272731,1,0,4,4
789,5,61,0.18090909090909174,0,0,5,6
2075,3,30,0.47181818181818164,1,0,3,6
3125,0,66,0.18545454545454473,1,1,3,3
3017,3,77,0.27909090909091366,1,0,3,6
121,-3,55,0.47818181818182254,1,0,4,4
1470,-13,62,0.20000000000000415,0,0,4,4
2112,-11,78,0.43818181818181823,1,1,5,4
1809,-7,48,1.075454545454544,0,1,4,4
2917,0,75,0.14090909090909196,1,0,4,4
591,-20,40,0.15818181818181384,0,1,4,6
1800,-21,75,0.4063636363636285,1,0,4,6
1800,24,75,0.07272727272727893,0,0,4,6
1800,1,75,0.27363636363637317,1,0,4,6
1904,14,68,0.18181818181817147,1,0,4,4
868,-3,45,0.4363636363636374,1,1,0,8
532,-7,69,0.1645454545454599,1,0,4,6
2485,-7,80,0.507272727272731,1,0,4,6
3346,3,83,0.3054545454545451,1,0,0,7
741,4,83,0.5972727272727266,0,1,3,6
857,-13,62,0.27636363636363304,1,0,5,4
584,0,57,0.32545454545454916,0,0,3,6
2031,17,55,0.20363636363635412,1,1,4,4
2993,4,15,0.6345454545454665,1,0,5,4
1599,-10,63,0.6954545454545538,0,0,5,6
699,-35,56,1.1718181818181805,0,0,4,4
1218,2,41,0.5190909090909124,0,0,5,4
3099,0,46,0.39818181818181775,1,0,5,6
1316,-13,41,0.1036363636363624,0,0,4,4
2500,0,68,0.603636363636365,1,0,5,6
1240,4,83,0.556363636363636,1,0,5,4
3176,-7,18,0.16272727272727233,0,0,4,4
269,-7,80,0.03818181818181705,1,0,4,4
1952,7,54,0.2381818181818186,1,0,4,4
1655,-3,58,0.1572727272727341,1,1,5,4
522,14,72,0.7554545454545418,0,0,4,4
2585,-1,40,0.5609090909090898,1,0,4,4
3516,0,53,0.017272727272727065,0,1,4,4
1800,3,75,0.29545454545454547,1,0,5,4
2648,10,75,0.0690909090909186,1,0,4,4
238,0,34,0.41636363636363494,0,0,3,1
2823,7,32,1.153636363636366,1,0,4,6
1632,-4,61,0.11272727272726839,0,0,5,4
1796,-11,67,0.04636363636363812,0,0,5,4
1401,-20,30,0.2981818181818157,0,1,0,7
3461,0,72,0.09818181818181931,1,1,4,4
493,-3,63,0.3218181818181785,0,1,5,6
3190,0,43,0.13272727272727086,1,1,4,4
749,11,45,0.4618181818181855,1,0,3,3
2361,4,89,0.28000000000000047,1,1,5,6
2027,0,86,0.3899999999999993,1,1,1,3
2663,3,16,0.5572727272727266,0,1,4,6
297,-6,75,0.18000000000000166,1,1,1,3
120,2,54,0.2536363636363655,1,0,4,6
3459,0,48,0.7618181818181814,0,0,5,6
275,7,75,0.09545454545454649,1,1,4,4
1438,-3,80,0.18181818181818182,1,1,4,6
3114,7,32,0.6618181818181871,1,0,5,4
1875,-7,34,0.07727272727272934,1,0,4,4
120,-8,25,0.3690909090909067,0,1,4,4
1245,-3,13,0.1327272727272728,0,1,4,4
1079,-7,47,0.026363636363633057,1,0,5,4
575,-5,59,0.5681818181818182,0,1,4,4
2568,-7,33,0.45454545454545453,1,0,4,4
1593,-1,75,0.10000000000000077,1,0,3,3
511,6,23,0.029090909090909115,1,1,5,4
1143,-3,75,0.42636363636363617,0,0,5,3
941,11,14,0.28363636363636435,1,0,4,6
2428,-10,19,0.017272727272732234,0,1,1,3
1833,0,10,0.18090909090909174,1,0,4,6
1836,-5,80,0.8736363636363639,0,1,0,8
1631,9,80,0.39363636363636734,1,0,5,6
529,12,70,0.2545454545454504,1,0,4,4
2237,4,44,0.02000000000000248,1,0,4,4
2932,3,40,0.5345454545454593,0,1,1,3
2654,-4,47,0.21818181818181095,0,1,5,4
1005,-7,60,0.28909090909090457,1,0,1,3
295,-18,52,0.5790909090909095,0,1,5,6
2235,-17,75,0.08272727272726983,1,0,4,4
1963,-22,80,0.4009090909090906,1,1,4,4
2211,-13,83,0.008181818181821076,1,1,5,4
2941,-14,75,0.31636363636363546,0,0,5,6
3568,0,65,0.09909090909091199,1,1,5,6
682,12,75,0.14363636363636348,0,0,4,6
2524,-7,51,0.7954545454545403,1,1,6,6
3055,-3,68,0.3690909090909067,1,1,3,3
149,-9,80,0.2654545454545456,0,0,4,6
3222,0,37,0.33999999999999564,0,1,5,3
2328,0,44,0.23090909090908243,0,1,5,6
890,10,74,0.1436363636363596,1,0,5,4
893,-14,90,0.292727272727272,1,1,1,3
2917,4,39,0.04727272727272045,0,0,5,6
1911,3,16,0.4236363636363633,0,1,4,3
3600,0,75,0.44727272727272355,1,1,4,4
1954,10,48,0.05454545454544628,1,0,4,4
628,-7,11,0.03363636363636405,1,1,4,6
2165,-3,75,0.30272727272727257,1,0,5,4
3510,0,57,0.35999999999999815,1,1,5,4
2258,-6,64,0.54181818181818,0,0,5,4
3531,0,60,0.47818181818182254,1,0,5,4
900,12,35,0.809090909090907,0,1,5,6
2179,8,25,0.5890909090909081,1,1,4,4
1228,18,74,0.7727272727272727,0,0,4,6
1107,6,10,0.22454545454545574,0,0,5,3
2793,0,75,0.3609090909090895,1,1,5,6
2078,-3,75,0.4445454545454559,1,0,0,7
909,18,23,0.16454545454545347,1,0,4,6
1680,6,36,0.52090909090909,0,0,4,4
3380,0,13,0.19363636363636338,1,1,5,6
3347,0,32,0.20818181818181747,1,1,1,3
1759,-4,64,0.5336363636363692,0,1,4,4
354,-34,34,0.11909090909091447,1,1,4,4
2444,-7,75,0.19909090909091018,1,0,5,4
1191,0,65,0.2218181818181816,1,1,5,4
987,-5,76,0.3545454545454525,1,1,1,3
3517,0,64,0.004545454545458163,1,1,4,4
408,-26,41,0.34909090909090684,0,1,4,4
1819,0,43,0.13545454545454627,1,0,4,4
1458,-4,75,0.13363636363636483,1,1,5,6
732,-3,60,0.28818181818181965,1,0,5,4
584,-6,20,0.01272727272727407,0,1,1,3
2997,3,87,0.3245454545454539,1,0,1,3
2002,-7,42,0.08636363636363532,0,1,4,4
2314,-3,62,0.41090909090909183,0,0,4,6
392,10,53,0.6663636363636349,1,0,5,6
263,10,42,0.08636363636363016,0,1,4,6
1606,-7,32,0.9172727272727262,1,0,3,6
2054,0,45,0.4554545454545446,1,0,5,4
2555,0,49,0.5790909090909095,0,1,4,4
1074,3,39,0.091818181818181,1,0,5,4
1646,0,39,0.3909090909090971,1,1,5,6
2000,14,16,0.3872727272727161,1,0,5,6
1148,-13,18,0.473636363636364,1,1,1,3
2528,-3,19,0.461818181818181,1,0,4,3
2804,4,28,0.14909090909091818,1,1,1,3
341,-6,64,0.14636363636364277,1,1,5,6
602,22,39,0.025454545454542975,1,0,5,6
2639,-1,80,0.16454545454545347,0,1,4,4
2751,-7,63,0.32999999999999957,1,0,5,4
384,8,49,0.04818181818182087,1,0,4,4
217,-10,49,0.10636363636364297,1,1,1,2
2597,10,35,0.17363636363636073,0,0,4,6
3250,0,59,0.37727272727273037,1,0,5,4
385,29,33,0.5190909090909227,1,1,4,4
1947,-11,41,0.8963636363636531,1,0,0,7
493,-8,75,0.2100000000000015,0,0,5,6
771,6,75,0.2018181818181843,0,0,5,4
1342,-4,63,0.27090909090909,1,0,5,6
1612,-13,54,0.20090909090909162,0,0,4,4
2130,-5,23,0.7018181818181805,0,1,5,6
2547,-1,54,0.060909090909082024,0,0,1,3
257,1,25,0.23636363636363844,1,1,4,4
3025,0,68,0.7045454545454546,1,0,5,6
3052,0,49,0.183636363636362,0,1,3,3
562,-11,80,0.3654545454545438,1,1,5,6
799,-8,55,0.02818181818181322,1,0,4,4
279,0,48,0.13181818181817562,1,0,5,4
1334,3,27,0.44090909090909297,0,1,0,7
1800,-18,75,0.5054545454545444,0,1,5,4
905,7,75,0.3172727272727268,1,0,0,7
938,-18,67,0.5800000000000022,0,0,4,4
1144,8,43,0.16909090909090516,0,1,3,6
2305,-1,28,0.015454545454544317,0,0,5,6
979,0,20,0.4100000000000005,0,0,3,6
200,4,78,0.5490909090909161,0,1,4,6
286,4,89,0.1945454545454533,1,1,4,3
1374,-19,42,1.0963636363636313,1,1,5,6
2235,11,43,0.7390909090909138,0,1,4,4
3260,0,54,0.6881818181818176,0,0,5,6
2641,0,69,0.09636363636363915,0,1,5,4
1728,7,60,0.03818181818181963,1,0,4,4
1928,14,74,0.6218181818181808,1,1,4,6
3558,0,57,0.0381818181818248,1,0,4,4
1313,3,19,0.043636363636364,1,1,5,4
2099,0,45,0.02909090909090847,1,1,5,6
2203,10,80,0.7254545454545458,1,0,4,4
2171,-10,46,0.6081818181818232,0,0,4,4
422,-9,75,0.007272727272720658,1,1,0,7
2006,-11,63,0.07545454545454401,0,0,5,4
1735,4,68,0.34727272727272923,1,1,3,6
3504,0,49,0.5445454545454553,1,0,5,6
1147,-6,75,0.16363636363636466,1,1,1,3
120,1,56,0.24636363636362935,0,0,4,4
1217,7,41,0.8072727272727217,0,0,4,4
2244,11,56,0.2918181818181748,1,1,1,3
827,-9,75,0.26000000000000384,0,0,4,6
2937,-4,40,0.24454545454545434,1,1,4,6
3015,3,21,0.024545454545463228,0,1,5,6
2237,0,47,0.23999999999999358,0,1,5,6
1800,4,75,0.06909090909089793,0,1,1,3
3023,0,40,0.43181818181817666,1,1,5,4
2377,-15,38,0.2618181818181814,1,0,4,4
1210,-3,17,0.3418181818181823,1,1,4,4
2451,3,65,0.11090909090908306,1,1,3,6
2658,-7,27,0.5999999999999918,1,0,5,6
1864,7,60,0.4745454545454519,0,0,4,4
3484,0,47,0.2699999999999973,1,0,0,8
2412,-7,24,0.44727272727272355,1,0,4,6
540,-21,15,0.18000000000001198,1,1,3,4
592,-4,79,0.2409090909090785,1,1,0,7
2328,-3,68,0.5009090909091004,1,0,3,6
750,-7,47,0.8500000000000021,0,0,0,7
3276,0,25,0.46909090909091655,1,1,5,6
959,11,27,0.019999999999999896,1,0,4,6
573,-5,64,0.39636363636364275,0,0,4,4
1004,-26,77,0.35909090909090935,0,0,5,4
144,-7,52,0.024545454545452892,0,1,5,4
980,-4,59,0.23545454545454317,0,0,1,1
3125,7,81,0.3236363636363793,0,1,5,6
2360,14,76,0.668181818181819,0,1,4,6
511,15,59,0.5690909090909109,0,0,5,3
518,-8,67,0.3181818181818182,0,1,4,4
2790,0,52,0.1090909090909029,0,0,4,4
3595,0,83,0.1936363636363629,0,0,3,4
546,-4,29,0.470000000000004,1,0,4,4
1531,4,98,0.05727272727272686,1,0,1,3
814,4,61,1.0400000000000025,0,0,5,6
2828,-3,24,0.5899999999999995,1,0,1,3
475,8,62,0.17545454545454608,1,1,0,7
1469,-20,42,0.25545454545454566,1,1,3,4
1523,-5,48,0.7227272727272769,0,1,5,4
1575,11,27,0.5345454545454644,1,0,0,7
644,-34,64,0.25818181818182107,0,0,1,1
1151,-5,57,0.38818181818182684,0,0,4,6
3479,-7,75,0.3799999999999851,1,1,1,3
3516,0,64,0.2854545454545494,1,1,5,3
3138,0,85,0.6063636363636365,0,1,5,4
2355,7,53,0.040909090909089875,1,1,3,4
1730,-22,20,0.49272727272727257,1,0,5,4
2645,-6,53,0.3881818181818217,0,0,5,4
3244,-7,28,0.05000000000000104,0,0,5,4
3184,-4,56,0.10363636363636756,1,1,0,7
1299,-10,56,0.31363636363636777,1,0,1,3
1865,10,27,0.007272727272730994,0,0,5,4
1812,3,72,0.29727272727272563,1,1,4,6
1795,3,81,0.2727272727272624,0,1,4,4
2351,-10,33,0.6899999999999925,1,0,1,3
1102,7,73,0.5954545454545517,1,1,4,3
3105,0,80,0.5054545454545405,0,1,5,6
1690,-9,58,0.6054545454545529,1,1,4,4
1268,-13,60,0.3245454545454539,1,0,4,6
236,8,21,0.1090909090909029,1,0,4,4
3508,0,73,0.8036363636363562,1,0,4,4
1342,0,22,0.09363636363636471,1,0,1,3
1808,3,51,0.7454545454545393,0,0,4,4
1980,3,75,0.863636363636365,1,0,4,3
2665,-11,75,0.07727272727272676,1,0,5,4
1169,-17,88,0.09727272727272665,0,0,1,3
795,-2,56,0.045454545454545456,0,1,5,6
672,-8,75,0.3000000000000062,1,0,3,4
2287,0,63,0.25727272727272843,0,1,4,6
1705,8,83,0.35545454545454547,1,0,1,3
2976,-4,46,0.05727272727272686,1,0,4,6
1509,-19,75,0.2627272727272715,1,1,5,4
1447,0,40,0.0027272727272754146,1,1,4,6
3417,0,53,0.5009090909090901,0,1,4,6
2292,7,75,0.19545454545454338,1,1,5,4
3600,0,75,0.3454545454545517,1,1,5,6
2058,4,36,0.12454545454545496,1,1,4,6
470,10,48,0.6109090909090882,1,0,5,6
3441,0,69,0.4136363636363595,0,0,5,4
1644,3,63,0.18999999999999514,0,1,5,4
964,7,51,0.05000000000000104,0,1,5,6
2953,-14,57,0.6000000000000021,1,1,4,4
1858,7,64,0.7781818181818184,1,1,4,4
2505,-7,11,0.19545454545455374,1,1,5,4
3228,0,46,0.8636363636363584,1,0,5,4
3596,0,78,0.0636363636363471,1,0,5,4
728,19,82,0.3154545454545273,0,1,4,4
1568,18,46,0.16272727272727974,0,0,5,4
1857,-7,75,0.8190909090908979,1,0,0,8
1847,-13,39,0.33090909090908965,1,0,4,6
1474,-17,48,1.699090909090909,0,0,4,4
2785,-4,54,0.11999999999999938,1,0,1,3
455,7,67,0.29999999999999843,1,0,4,6
2813,7,52,0.7818181818181839,0,1,5,4
2400,-3,55,0.3800000000000058,1,0,4,4
2738,14,26,0.2554545454545508,1,1,4,4
2230,7,60,0.02454545454545806,0,0,3,3
3282,7,57,0.44272727272727314,0,0,2,4
1900,-5,82,0.35636363636366364,0,0,4,4
2995,-7,75,0.26000000000000123,1,0,4,4
120,4,53,0.16818181818181507,1,0,4,4
1838,-7,29,0.17000000000001075,1,0,4,4
376,-24,91,0.4281818181818189,1,1,5,4
1825,-7,55,0.6800000000000068,0,0,4,4
408,15,74,1.5818181818181822,1,1,5,6
3457,0,89,0.18272727272726155,0,0,1,3
2394,-11,75,0.20454545454545456,0,1,4,6
1613,-4,45,0.15181818181817294,0,0,0,7
743,-2,24,0.21909090909091652,1,0,5,6
177,-3,50,0.029999999999998552,0,1,4,4
1920,0,16,0.2036363636363438,1,0,4,4
2646,4,75,0.15454545454545351,1,1,1,3
3213,-3,56,0.06636363636363801,0,0,5,4
1307,7,32,0.2972727272727282,0,1,4,3
948,10,58,0.4145454545454496,0,0,5,3
1141,-18,61,0.010909090909091323,0,1,1,3
1671,4,55,0.32545454545453883,0,1,5,4
1239,-11,73,0.0809090909091,1,0,4,3
2672,3,11,0.18181818181817147,1,0,5,6
558,-7,75,0.6681818181818177,0,1,5,6
1905,3,97,0.5445454545454347,1,0,5,4
120,3,27,0.5345454545454515,1,1,4,4
3076,0,12,0.206363636363636,1,0,4,6
869,12,15,0.26000000000000123,0,1,5,6
1851,3,63,0.07090909090908326,0,0,4,4
3379,0,67,0.23545454545455094,1,0,1,3
1970,-13,81,0.1754545454545451,1,0,4,4
408,1,69,0.12363636363636488,0,0,5,4
3367,0,23,0.4854545454545587,1,0,1,3
1049,9,40,0.17272727272727065,1,1,5,4
2514,7,83,0.07272727272727311,0,1,1,3
1494,1,11,0.03272727272726363,1,1,5,4
2170,11,32,0.2472727272727246,0,0,4,4
1653,0,16,0.2400000000000091,1,0,5,4
166,7,32,0.16636363636364007,1,0,4,4
1919,11,75,0.734545454545448,0,1,4,6
2506,14,64,0.07818181818181942,0,0,1,1
1339,-17,31,0.2745454545454555,0,1,5,4
1380,-11,59,0.649090909090913,0,1,5,6
2258,-6,43,0.37818181818182045,0,1,5,6
2153,-6,33,1.4800000000000078,0,1,5,6
1921,0,30,0.3699999999999994,0,0,4,4
2155,4,53,0.0,0,0,1,3
3397,0,40,0.8218181818181837,1,1,0,8
120,-13,24,0.05545454545454669,1,1,4,4
852,5,80,0.18454545454545498,1,0,4,4
3349,0,28,0.36909090909091447,1,0,1,3
778,-17,42,0.7227272727272717,1,0,4,4
1999,-10,29,0.08090909090907933,0,1,4,6
3503,0,42,0.6690909090909103,0,1,4,6
3600,0,75,0.7736363636363628,1,1,5,4
1359,-10,75,0.23727272727272722,1,1,5,3
1880,-14,80,0.5909090909090909,0,0,4,4
3157,-7,70,0.6018181818181719,1,0,4,4
1511,-2,86,0.31636363636365866,1,1,1,3
2111,3,37,0.4663636363636359,1,1,4,4
3327,-7,49,0.21545454545453555,1,0,4,6
1575,3,69,0.22272727272726653,0,1,4,4
2078,3,67,0.1527272727272682,1,0,5,6
2793,0,16,0.8199999999999984,1,1,0,7
2242,-1,81,0.0209090909091029,1,1,5,4
291,-6,34,0.1890909090909128,0,0,4,4
3181,-3,84,0.005454545454561164,1,1,5,6
1811,-4,41,0.04636363636363554,0,0,4,6
2793,1,75,0.052727272727286785,1,0,2,6
1308,-3,44,0.24909090909090476,1,1,4,4
1970,-11,73,0.5836363636363496,1,0,5,4
2700,0,54,0.91999999999999,1,1,5,6
3274,0,42,0.3681818181818192,0,1,5,4
368,-12,89,0.10545454545456323,1,0,4,4
2441,-14,26,0.014545454545451652,1,0,4,6
609,3,33,0.10727272727273048,0,0,4,4
451,-3,75,0.10545454545454386,1,0,4,6
2098,7,49,0.5781818181818195,0,0,4,4
3531,0,64,0.167272727272725,1,1,5,4
1920,3,60,0.18545454545454731,1,0,5,4
2423,13,75,0.13545454545454627,1,1,4,4
120,10,64,0.24636363636362935,0,0,5,6
915,3,58,0.17272727272726549,1,1,4,3
1618,8,66,0.3245454545454539,0,1,5,6
761,11,13,0.24000000000000005,1,1,5,4
900,-7,58,0.004545454545450411,1,1,4,6
1395,-8,54,0.018181818181817147,0,0,5,4
2794,-4,68,0.48363636363635787,1,0,5,6
3103,3,92,0.052727272727266114,0,1,5,6
1694,-17,44,0.12727272727273037,0,1,1,3
640,-7,75,0.1999999999999938,0,0,5,4
652,-1,12,0.1509090909090906,1,1,4,6
1129,-13,81,0.14818181818181778,1,0,5,6
684,-3,12,0.5363636363636382,0,0,4,4
3484,0,34,0.6781818181818111,0,1,5,4
3035,7,78,0.14909090909091044,1,0,5,4
1849,-6,15,0.7345454545454583,0,0,4,4
1854,14,44,0.6672727272727301,0,1,4,4
1703,7,33,0.46090909090909027,1,1,4,4
2887,-4,79,0.41727272727271986,1,0,0,7
164,-16,51,0.391818181818182,1,0,1,3
1372,-3,47,0.030909090909088634,0,0,5,6
2902,-7,67,0.0500000000000062,1,0,5,4
1714,1,16,0.021818181818182,0,1,4,6
1702,3,73,0.06727272727272551,1,1,3,6
1682,0,58,0.906363636363644,1,0,4,3
180,-28,48,0.03999999999999979,0,0,5,4
3066,3,60,0.04272727272727521,1,1,4,6
743,-3,33,0.16181818181817934,0,0,0,7
350,-10,80,0.24818181818181853,1,0,4,4
2461,3,52,0.31818181818180785,0,0,5,4
939,13,64,0.3354545454545556,1,0,4,4
2994,-3,34,0.5536363636363665,1,1,5,4
1857,17,68,0.21181818181818296,1,0,4,6
2688,0,90,0.25272727272727286,0,0,5,6
3271,-7,65,0.056363636363634194,0,1,5,6
919,-13,75,0.9854545454545458,0,1,5,6
3487,0,39,0.5472727272727205,1,0,4,6
1645,11,30,0.3918181818181872,1,0,4,4
3406,7,37,0.4427272727272628,1,0,4,6
709,-11,55,0.10272727272727232,1,1,5,6
1943,-11,87,1.290000000000005,1,0,4,4
2498,-7,19,0.48727272727272725,1,0,5,6
1547,-9,32,0.08636363636363532,1,0,5,6
1575,8,64,0.3054545454545364,1,1,1,3
2251,-15,15,0.35636363636363555,0,0,0,7
1735,-17,66,0.14363636363636478,1,1,5,4
2632,6,75,0.5290909090909136,0,0,4,6
3036,0,70,0.12454545454545883,0,1,5,4
1436,-8,35,0.11363636363637397,0,1,5,4
285,5,38,0.533636363636364,0,1,3,6
2623,0,89,0.17181818181818123,1,1,1,3
3245,-3,75,0.42000000000000043,0,0,4,6
1838,7,29,0.14090909090909712,1,1,5,4
694,4,40,0.02181818181818781,1,1,0,7
2957,3,33,0.18727272727272748,1,1,4,6
3203,-3,46,0.009999999999996073,1,1,4,4
1920,7,27,0.3054545454545467,1,1,4,4
2354,-10,62,0.7881818181818041,1,0,4,4
2968,-10,37,0.21181818181817522,1,0,4,4
1707,-11,36,0.6836363636363619,0,0,4,4
141,-17,81,0.47181818181818164,1,1,4,4
1962,0,16,0.06181818181818082,0,0,4,4
3600,0,75,0.044545454545445035,1,1,1,3
944,14,60,0.9281818181818214,0,0,4,4
1118,0,27,0.004545454545454287,1,1,5,4
2577,14,75,0.14272727272727728,1,0,5,6
3457,0,36,0.2854545454545468,1,0,5,4
2136,-7,34,0.2500000000000026,1,0,5,4
317,21,82,0.03909090909090454,0,0,4,4
3059,7,64,0.2109090909090903,1,1,1,3
190,-17,78,0.10090909090911282,0,0,4,4
2779,4,53,0.006363636363640911,0,0,5,4
2279,7,75,0.023636363636366686,0,1,3,3
322,2,78,1.440909090909093,0,0,4,4
3448,0,65,0.003636363636365497,0,0,4,4
2889,-4,61,0.5281818181818339,0,1,3,3
3147,0,48,0.6000000000000021,1,0,3,6
2490,-4,65,0.21181818181818554,1,0,5,6
1794,-3,76,0.11999999999999938,0,0,4,4
3049,-3,35,0.2618181818181917,1,0,1,3
2868,7,64,0.7618181818181788,1,0,4,6
1134,0,58,0.2927272727272752,0,1,1,3
1863,-11,76,0.6381818181818191,1,1,4,4
2939,7,41,0.05545454545454669,1,1,1,3
2040,-10,47,0.2209090909090812,1,0,1,3
805,11,43,0.15090909090909835,1,1,4,4
1002,-35,70,0.21000000000000021,1,1,5,3
683,4,64,1.2881818181818196,1,0,0,7
1815,3,77,0.03636363636363688,0,0,4,6
1904,-4,65,0.05545454545454669,0,0,4,4
2620,7,15,0.05727272727272686,1,1,1,3
668,4,56,0.026363636363643392,1,0,5,4
3586,0,80,0.6299999999999997,0,1,5,4
677,3,75,1.1090909090909131,1,1,4,4
2991,-14,75,0.07090909090909102,1,1,1,3
331,-3,76,0.2581818181818314,1,0,1,3
2896,14,47,1.1927272727272629,1,0,4,4
675,15,23,0.09818181818181802,0,1,5,6
1563,10,50,0.6345454545454562,0,0,4,6
638,-35,30,0.6645454545454548,1,0,4,6
326,21,63,0.47454545454545705,0,0,4,6
867,-8,25,0.5236363636363628,0,1,4,6
3223,9,75,0.4163636363636194,0,1,5,4
151,-6,87,0.8009090909090908,0,1,4,4
654,-10,65,0.4909090909090837,1,0,4,6
1875,-7,75,0.23727272727272464,0,0,4,4
1114,3,76,0.12363636363636488,1,0,4,3
2143,-14,75,0.1790909090909219,1,0,5,6
1906,-3,16,0.38545454545454627,0,0,4,6
2836,-4,35,0.6563636363636337,1,1,5,6
740,4,65,0.08818181818181549,0,0,5,4
2329,-3,80,0.3763636363636358,0,0,4,4
3412,0,19,0.33909090909090944,1,1,4,4
3244,0,90,0.20272727272727245,1,0,4,4
1482,13,60,0.07545454545454917,0,1,5,6
855,-2,39,0.3681818181818192,0,1,5,4
